run_id,model_alias,model_name,task_id,domain,difficulty,task_source,task_source_index,expected_answer,step,thought,answer,answer_normalized,correct,confidence,model_stop_flag,answer_changed,thought_token_count,raw_generation_tokens,mean_token_logprob,entropy_mean,entropy_std,hidden_norm,hidden_l2_shift,hidden_cosine_shift,lexical_echo,verbose_confidence_proxy,utility,elapsed_seconds,tokens_per_second,gpu_memory_allocated_gb,seed,temperature,device,prompt_mode,system_prompt_mode,is_baseline,parse_success,output_format_type,answer_extraction_source,stop_extraction_source,confidence_extraction_source,hit_max_new_tokens,truncated_output_suspected,raw_text_length_chars,raw_text_length_tokens,raw_text
llama_3p1_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.10__seed7,llama_3p1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,1,"First, let's determine the number of people who ran last year.",160,160,0,100,0,0,12,41,-0.1338796764612198,0.2624315023422241,0.5919560194015503,62.98299026489258,0.0,0.0,0.0,1.4100000000000001,0.0,14.336695513688028,2.859794292265959,14.98877763748169,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,138,41,"{
  ""thought"": ""First, let's determine the number of people who ran last year."",
  ""answer"": ""160"",
  ""confidence"": 100,
  ""stop"": false
}"
llama_3p1_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.10__seed7,llama_3p1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,2,"If there were 200 people who signed up and 40 didn't show up, then the number of people who ran last year is 200 - 40.",160,160,0,100,0,0,26,61,-0.11761410534381866,0.22194717824459076,0.41591915488243103,67.4251480102539,33.32888412475586,0.12846410274505615,0.32,1.6099999999999999,-0.05,21.333196566905826,2.85939333135988,14.98877763748169,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,190,61,"{
  ""thought"": ""If there were 200 people who signed up and 40 didn't show up, then the number of people who ran last year is 200 - 40."",
  ""answer"": ""160"",
  ""confidence"": 100,
  ""stop"": 0
}"
llama_3p1_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.10__seed7,llama_3p1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,3,"This year, there will be twice as many runners as last year, so we need to multiply the number of runners from last year by 2.",320,320,1,100,0,1,26,58,-0.08463959395885468,0.16677948832511902,0.36741089820861816,69.52657318115234,24.986539840698242,0.06611895561218262,0.15,1.58,0.9,21.55215282412246,2.6911464702998456,14.98877763748169,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,198,58,"{
  ""thought"": ""This year, there will be twice as many runners as last year, so we need to multiply the number of runners from last year by 2."",
  ""answer"": ""320"",
  ""confidence"": 100,
  ""stop"": 0
}"
llama_3p1_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.10__seed7,llama_3p1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,4,"We've determined that there will be twice as many runners this year as last year, so we can simply double the number of runners from last year.",320,320,1,100,0,0,28,58,-0.21528507769107819,0.43641313910484314,0.7218681573867798,70.15213775634766,19.928421020507812,0.0406719446182251,0.38095238095238093,1.58,0.85,18.5627906951122,3.12453019336538,14.98877763748169,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,215,58,"{
  ""thought"": ""We've determined that there will be twice as many runners this year as last year, so we can simply double the number of runners from last year."",
  ""answer"": ""320"",
  ""confidence"": 100,
  ""stop"": 0
}"
llama_3p1_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.10__seed7,llama_3p1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,5,"We've determined that there will be twice as many runners this year as last year, so we can simply double the number of runners from last year.",320,320,1,100,0,0,28,58,-0.03635083884000778,0.10553339123725891,0.370147705078125,70.52833557128906,20.19921112060547,0.0412176251411438,0.8148148148148148,1.58,0.8,21.653250033967197,2.678581732950762,14.98877763748169,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,215,58,"{
  ""thought"": ""We've determined that there will be twice as many runners this year as last year, so we can simply double the number of runners from last year."",
  ""answer"": ""320"",
  ""confidence"": 100,
  ""stop"": 0
}"
llama_3p1_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.10__seed7,llama_3p1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,6,The number of people who will run this year has already been calculated as 320.,320,320,1,100,0,0,15,44,-0.19457203149795532,0.3294602632522583,0.6201778650283813,66.94235229492188,27.750642776489258,0.08019357919692993,0.23333333333333334,1.44,0.75,27.153889155946672,1.6203940344348076,14.98877763748169,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,155,44,"{
  ""thought"": ""The number of people who will run this year has already been calculated as 320."",
  ""answer"": ""320"",
  ""confidence"": 100,
  ""stop"": false
}"
llama_3p1_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.10__seed7,llama_3p1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,7,The number of people who will run this year has already been calculated as 320.,320,320,1,100,0,0,15,44,-0.06250987201929092,0.16112791001796722,0.4582552909851074,68.38829040527344,12.115234375,0.015802443027496338,0.5,1.44,0.7,28.224970441311598,1.5589033154698795,14.98877763748169,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,155,44,"{
  ""thought"": ""The number of people who will run this year has already been calculated as 320."",
  ""answer"": ""320"",
  ""confidence"": 100,
  ""stop"": false
}"
llama_3p1_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.10__seed7,llama_3p1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,8,"The problem statement already confirms that there will be twice as many runners this year as last year, which we've previously calculated to be 320.",320,320,1,100,0,0,26,56,-0.23233473300933838,0.41875410079956055,0.7166121006011963,67.74754333496094,20.544397354125977,0.04550504684448242,0.26666666666666666,1.56,0.6499999999999999,29.065299853682518,1.926696104354998,14.98877763748169,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,224,56,"{
  ""thought"": ""The problem statement already confirms that there will be twice as many runners this year as last year, which we've previously calculated to be 320."",
  ""answer"": ""320"",
  ""confidence"": 100,
  ""stop"": false
}"
llama_3p1_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.10__seed7,llama_3p1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,9,"The problem statement already confirms that there will be twice as many runners this year as last year, which we've previously calculated to be 320.",320,320,1,100,0,0,26,56,-0.0627664178609848,0.16041728854179382,0.4700748026371002,70.17739868164062,16.50705909729004,0.028035283088684082,0.7666666666666667,1.56,0.6,35.39680028613657,1.582063902593276,14.98877763748169,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,224,56,"{
  ""thought"": ""The problem statement already confirms that there will be twice as many runners this year as last year, which we've previously calculated to be 320."",
  ""answer"": ""320"",
  ""confidence"": 100,
  ""stop"": false
}"
llama_3p1_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.10__seed7,llama_3p1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,10,"The problem statement already confirms that there will be twice as many runners this year as last year, which we've previously calculated to be 320.",320,320,1,100,0,0,26,56,-0.05214225500822067,0.12670129537582397,0.40555769205093384,69.81665802001953,6.158098220825195,0.0038567781448364258,1.0,1.56,0.55,33.616746271029115,1.6658364122604201,14.98877763748169,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,224,56,"{
  ""thought"": ""The problem statement already confirms that there will be twice as many runners this year as last year, which we've previously calculated to be 320."",
  ""answer"": ""320"",
  ""confidence"": 100,
  ""stop"": false
}"
